REGIAO,UF,MUNICIPIO,REVENDA,CNPJ,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,PRODUTO,DT_COLETA,VL_VENDA,VL_COMPRA,UN_MEDIDA,BANDEIRA
S,PR,CAMPO MOURAO,A. C. CAROLINO - MERCEARIA - ME., 00.074.108/0002-00,AVENIDA TANCREDO DE ALMEIDA NEVES,3857,,JARDIM ALVORADA,87308-440,GLP,01/07/2021,100,,R$ / 13 kg,BRANCA
SE,MG,ITUIUTABA,GAVA & RIBEIRO LTDA., 11.639.407/0001-80,AVENIDA DEZESSETE,238,,CENTRO,38300-132,GLP,01/07/2021,92,,R$ / 13 kg,BRANCA
CO,GO,AGUAS LINDAS DE GOIAS,CHAMA  COMERCIO DE GAS GLP LTDA, 10.906.478/0001-39,QUADRA QUADRA 38,S/N,LOTE  11,CIDADE DO ENTORNO,72917-615,GLP,01/07/2021,78.99,,R$ / 13 kg,BRANCA
CO,GO,CATALAO,UNIAO GAS COMERCIO DE GLP LTDA, 37.885.209/0006-02,AVENIDA DR LAMARTINE PINTO DE AVELAR,1539,QD 66 LT 16,IPANEMA,75705-220,GLP,01/07/2021,90,,R$ / 13 kg,BRANCA
SE,RJ,VALENCA,COMÉRCIO DE GÁS CHAMA AZUL VBP LTDA., 02.041.237/0003-08,ESTRADA DO CONTORNO,1397,,JARDIM VALENÇA,27600-000,GLP,01/07/2021,83,,R$ / 13 kg,BRANCA
S,RS,CANOAS,COMERCIAL DE GAS CARDOSO LTDA - ME, 10.973.443/0001-12,RUA PARANÁ,313,,NITEROI,92130-210,GLP,01/07/2021,87,,R$ / 13 kg,BRANCA
NE,PB,JOAO PESSOA,FA COMÉRCIO DE GÁS LTDA, 11.574.210/0001-00,RUA   JOAQUIM PIRES FERREIRA,SN,BOX 64. QD: A,ESTADOS,58030-224,GLP,01/07/2021,95,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,ITU,PARAISO GAS E AGUA ITU LTDA - ME, 10.590.071/0001-45,RUA ILHA BELA,3,ESQU. RUA LENÇS. PTA. L17 Q82,CIDADE NOVA I,13308-163,GLP,01/07/2021,84.9,,R$ / 13 kg,ULTRAGAZ
S,PR,MARINGA,L. ARAO & SILVA COMERCIO DE GAS LTDA, 11.518.494/0001-17,AVENIDA KAKOGAWA,1935,,COPACABANA,87025-000,GLP,01/07/2021,100,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,RN,PARNAMIRIM,ANICELIO DE A. MONTEIRO - ME, 11.806.756/0001-49,RUA PADRE  OLIVEIRA ROLIM,50,,LIBERDADE,59155-600,GLP,01/07/2021,95,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,RJ,BARRA MANSA,J P TAVARES ROCHA, 11.758.348/0001-69,AVENIDA JOSE MELCHIADES,2684,,VILA NOVA,27320-000,GLP,01/07/2021,81.9,,R$ / 13 kg,BRANCA
SE,MG,ITUIUTABA,COMERCIAL DE GAS UNIVERSAL LTDA, 12.529.234/0001-00,RUA LIRIOS DO CAMPO,523,,CIDADE JARDIM,38307-833,GLP,01/07/2021,93,,R$ / 13 kg,BRANCA
S,PR,CASCAVEL,JOSE OSMAR WEBER - 36966630934, 11.898.579/0001-78,RUA CUIABA,4222,,CIRO NARDI,85802-030,GLP,01/07/2021,88,,R$ / 13 kg,BRANCA
CO,MT,CACERES,EDANVI - COMERCIO DE GAS E AGUA LTDA ME, 12.470.390/0001-42,AV TALHAMARES,417,B,SANTA IZABEL,78200-000,GLP,01/07/2021,105,,R$ / 13 kg,LIQUIGÁS
CO,GO,TRINDADE,R. FERNANDES PEREIRA, 12.639.003/0001-59,AVENIDA ANOR LUIZ DA SILVA,444,QUADRA19                  LOTE  17,SETOR SAMARAH,75380-001,GLP,01/07/2021,87,,R$ / 13 kg,NGC DISTRIBUIDORA
SE,MG,OLIVEIRA,SIMONE OLIVEIRA DE JESUS SILVA, 12.292.764/0001-87,RUA DOS RUBIS,298,A,PEDRA NEGRA,35540-000,GLP,01/07/2021,95,,R$ / 13 kg,BRANCA
S,RS,SAPUCAIA DO SUL,FABIANO DOMINGUES DE MORAES, 13.335.128/0001-58,RUA SAO LUCAS,223,,SETE,93224-310,GLP,01/07/2021,80,,R$ / 13 kg,BRANCA
S,RS,ESTEIO,CLECIO GILVANE STEINDORFF, 05.538.923/0002-04,RUA PADRE FELIPE,622,,CENTRO,93265-011,GLP,01/07/2021,80,,R$ / 13 kg,BRANCA
S,RS,CANOAS,RC COMERCIAL DE GAS E AGUA LTDA., 12.760.713/0001-32,RUA SOLEDADE,191,,MATHIAS VELHO,92330-360,GLP,01/07/2021,89,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,RN,PARNAMIRIM,FASTGAS DISTRIBUIDORA LTDA ME, 12.041.121/0001-60,RUA SUBOFICIAL FARIAS,963,,CENTRO,59140-255,GLP,01/07/2021,91.99,,R$ / 13 kg,LIQUIGÁS
N,RO,VILHENA,IMPERIAL COMERCIO DE COMBUSTIVEL EIRELI, 13.919.792/0001-44,RUA JUSCELINO KUBITSCHEK,145,SETOR 01                  QUADRA10                  LOTE  18,CENTRO,76980-148,GLP,01/07/2021,120,,R$ / 13 kg,FOGAS
SE,SP,BIRIGUI,BER COMERCIO DE GAS E AGUA LTDA ME, 10.706.205/0001-40,AVENIDA   JOSE AGOSTINHO ROSSI,779,,JARDIM PINHEIROS,16203-059,GLP,01/07/2021,90,,R$ / 13 kg,ULTRAGAZ
SE,SP,ITU,RECANTO DAS AGUAS DE ITU LTDA ME, 11.399.378/0001-26,RUA   LUIZ CARLOS BONI,49,,RANCHO GRANDE,13306-120,GLP,01/07/2021,87,,R$ / 13 kg,BRANCA
S,PR,CASCAVEL,M. G. DE FREITAS & CIA LTDA, 13.875.537/0001-47,RUA LAGEADO,485,CASA,CANADA,85813-590,GLP,01/07/2021,90,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,CE,MARACANAU,ANTONIA MARIA DE AGUIAR - ME, 14.505.355/0001-47,AVENIDA SIQUEIRA CAMPOS,77,,SIQUEIRA II,61900-000,GLP,01/07/2021,90,,R$ / 13 kg,BAHIANA
SE,SP,BIRIGUI,CLAUDIO ROGERIO AMORIM DA SILVA 27335932858, 12.572.658/0001-57,RUA SILVARES,40,,CENTRO,16200-028,GLP,01/07/2021,85,,R$ / 13 kg,BRANCA
SE,SP,BIRIGUI,D. J. DE PAULA GAS, 13.932.441/0001-73,RUA HELENA RUIC,447,,JARDIM TOSELAR,16204-370,GLP,01/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,RS,SANTANA DO LIVRAMENTO,LEMOS & LUCAS LTDA - ME, 12.203.379/0001-16,AVENIDA ALMIRANTE TAMANDARE,686,,CENTRO,97573-000,GLP,01/07/2021,83,,R$ / 13 kg,NACIONAL GÁS BUTANO
CO,GO,GOIANIA,M A DA SILVA GUIMARAES MELO ME, 08.870.429/0001-41,AVENIDA   BERLIM,S/N,QD. 147 LT. 3,PARQUE ANHANGUERA II,74340-250,GLP,01/07/2021,95,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,RS,SAPUCAIA DO SUL,JEFERSON DA SILVA NUNES, 14.787.897/0001-50,RUA   SANCHA DE TOVAR,415,,CAPAO DA CRUZ,93226-490,GLP,01/07/2021,82,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,RS,ESTEIO,ISMEIRA REGINA SANTOS RIBEIRO, 10.538.409/0001-10,RUA ALAN KARDECK,549,,PARQUE SANTO INÁCIO,93290-490,GLP,01/07/2021,90,,R$ / 13 kg,LIQUIGÁS
SE,SP,LIMEIRA,J.M. BARBOSA COMERCIO DE GAS LTDA - ME, 15.139.103/0001-04,RUA   FRANCISCO RODRIGUES,44854,,JARDIM NOVA SUICA,13486-041,GLP,01/07/2021,80,,R$ / 13 kg,BRANCA
SE,RJ,TERESOPOLIS,DEFLASH COMERCIO DE GAS DA TIJUCA LTDA - ME, 14.949.659/0001-01,RUA  ROBERTO ROSA,100,,TIJUCA,25975-530,GLP,01/07/2021,83,,R$ / 13 kg,BRANCA
S,RS,SANTANA DO LIVRAMENTO,ALVES E DA SILVA COMERCIO DE GAS E LAVAGEM DE VEICULOS LTDA, 17.015.261/0001-88,RUA   ANTONIO FERNANDES DA CUNHA,290,,CENTRO,97573-610,GLP,01/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,PR,MARINGA,RS - COMERCIO DE GAS LTDA - ME, 06.880.725/0001-06,AVENIDA   KAKOGAWA,658,,PARQUE DAS GREVILEAS,87025-000,GLP,01/07/2021,98,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,ITAPETININGA,WILSON RODRIGUES GLP - ME, 17.467.221/0001-77,AVENIDA DOUTOR  JOSÉ LEMBO,782,,JARDIM BELA VISTA,18207-780,GLP,01/07/2021,89.99,,R$ / 13 kg,LIQUIGÁS
S,RS,CANOAS,SENSORIAL COMERCIO DE GAS LTDA - ME, 14.946.978/0001-55,RUA TAMOIO,1031,,NITERÓI,92120-001,GLP,01/07/2021,87,,R$ / 13 kg,LIQUIGÁS
SE,SP,BIRIGUI,ORIVALDO TOLEDO PEREIRA 02358143855, 17.417.535/0001-65,RUA   JOSE ESTRADA,1358,,VILA ISABEL MARIN,16204-017,GLP,01/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,ITU,COMERCIO DE GAS ITUZAO LTDA, 16.639.463/0001-38,RUA PADRE  BENTO,97,101,JARDIM PADRE BENTO,13313-009,GLP,01/07/2021,93,,R$ / 13 kg,ULTRAGAZ
S,RS,ESTEIO,ADAVILSON CARDOSO SOARES - ME, 17.294.379/0001-92,AVENIDA LUIZ PASTEUR,5041,,PARQUE PRIMAVERA,93295-010,GLP,01/07/2021,82,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,BIRIGUI,FRANCIANE TIBURCIO PINATTI 42048475876, 14.766.168/0001-17,RUA   JOAO RODRIGUES TORTOSA,683,,PARQUE RESIDENCIAL LALUCE,16204-092,GLP,01/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
N,RO,VILHENA,ROZANI STRESSER - ME, 18.883.324/0001-80,AV. MELVIN JHONES,2215,,CRISTO REI,76980-000,GLP,01/07/2021,113,,R$ / 13 kg,FOGAS
SE,SP,ITAPETININGA,FERNANDA PATRICIA DE CAMPOS MUNHOZ - ME, 10.445.057/0001-58,AVENIDA PADRE  ANTÔNIO BRUNETTI,458,,VILA RIO BRANCO,18208-080,GLP,01/07/2021,90,,R$ / 13 kg,BRANCA
SE,RJ,NOVA IGUACU,A. B. DE ALMEIDA - VENDA DE GAS - ME, 14.869.278/0001-04,AVENIDA ABILIO AUGUSTO TAVORA,2901,,JARDIM ALVORADA,26265-090,GLP,01/07/2021,80,,R$ / 13 kg,BRANCA
S,PR,APUCARANA,AGILGAS EIRELI, 18.965.268/0001-23,RUA NATIVIDADE,286,,VILA REGINA,86801-390,GLP,01/07/2021,100,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,RS,SAPUCAIA DO SUL,LUIS ANTONIO FIGUEREDO GOMES - ME, 18.448.213/0001-46,RUA   PRIMEIRO DE MAIO,801,,CAPAO DA CRUZ,93226-000,GLP,01/07/2021,85,,R$ / 13 kg,LIQUIGÁS
SE,MG,ITUIUTABA,LILIAN PAULA DE SOUZA 0548896670, 18.513.624/0001-78,RUA DAS PALMEIRAS,415,,ALVORADA,38307-098,GLP,01/07/2021,92,,R$ / 13 kg,BRANCA
NE,PB,JOAO PESSOA,MARIA DO SOCORRO MORAIS - ME, 19.744.040/0001-76,RUA CELERINA PAIVA,362,,MANDACARU,58027-390,GLP,01/07/2021,90,,R$ / 13 kg,LIQUIGÁS
SE,SP,BIRIGUI,BIRIAGUA COMERCIO VAREJISTA DE AGUAS EIRELI, 19.436.692/0001-43,RUA SILVIO VIEIRA COELHO,563,ANEXO A,CENTRO,16200-073,GLP,01/07/2021,80,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,BIRIGUI,LUZIA LUIZ XAVIER 25173371870, 19.299.092/0001-80,RUA JOSE ALVES CARNEIRO,479,,ALTO COLINAS,16207-022,GLP,01/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
CO,GO,AGUAS LINDAS DE GOIAS,AMIL GAS LTDA - ME, 19.951.884/0001-98,AV. TIRADENTES,S/N,QUADRA 48  LOTE 19,JARDIM PEROLA DA BARRAGEM II,72911-331,GLP,01/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,RS,CANOAS,J HOFFMANN TRANSPORTES ME, 08.177.866/0001-84,RUA QUARAI,734,,NITEROI,92130-420,GLP,01/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,PR,CASCAVEL,D. NERE SANTANA, 01.507.501/0001-21,RUA   SELVINO CASAGRANDE,112,,ALTO ALEGRE,85805-160,GLP,01/07/2021,90,,R$ / 13 kg,LIQUIGÁS
SE,RJ,NOVA IGUACU,C N DA SILVA LIMA DEPOSITO DE GAS - ME, 19.294.983/0001-44,RUA MINISTRO  LAFAIETE DE ANDRADE,1099,,OURO VERDE,26261-220,GLP,01/07/2021,80,,R$ / 13 kg,BRANCA
NE,RN,PARNAMIRIM,H S COMERCIO DE GAS LTDA, 20.980.316/0001-02,RUA DOUTOR CARLOS MATHEUS,312,,CENTRO,59140-250,GLP,01/07/2021,95,,R$ / 13 kg,LIQUIGÁS
S,RS,PASSO FUNDO,FIGUEIREDO & FIGUEIREDO COMERCIO DE GAS LTDA - ME, 20.961.848/0001-94,RUA VEREADOR  NERVILHO PIOVESAN,261,CASA,BOQUEIRAO,99030-020,GLP,01/07/2021,92,,R$ / 13 kg,LIQUIGÁS
S,RS,CANOAS,COMERCIAL LOURO LTDA, 07.344.569/0001-13,RUA PRIMAVERA,644,,RIO BRANCO,92200-300,GLP,01/07/2021,80,,R$ / 13 kg,BRANCA
SE,MG,ITUIUTABA,ANA PAULA DA SILVA 04954267684 - ME, 21.575.210/0001-88,RUA   JOAO QUIRINO DE MORAIS,171,,PLATINA,38307-056,GLP,01/07/2021,92,,R$ / 13 kg,BRANCA
S,RS,SAPUCAIA DO SUL,PEREIRA GAS LTDA, 21.050.052/0001-42,RUA TRINDADE,818,"FUNDOS,",CAPAO DA CRUZ,93226-240,GLP,01/07/2021,82,,R$ / 13 kg,BRANCA
SE,RJ,VALENCA,JACJ DISTRIBUIDORA DE GAZ LTDA, 11.198.415/0001-38,RUA HILDEBRANDO LOPES,360,,MONTE DOURO,27600-000,GLP,01/07/2021,80,,R$ / 13 kg,BRANCA
S,PR,MARINGA,F. M. SILVA REVENDEDORA DE GÁS ME, 09.270.403/0001-25,AVENIDA PEDRO TAQUES,4443,,LOTEAMENTO SUMARE,87035-591,GLP,01/07/2021,100,,R$ / 13 kg,COPAGAZ
SE,SP,BRAGANCA PAULISTA,EUROPA EMPREENDIMENTOS LTDA., 67.964.429/0010-60,AVENIDA JOSE GOMES DA ROCHA LEAL,1718,,CENTRO,12900-301,GLP,01/07/2021,99.9,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,PE,OLINDA,BEIRA RIO GAS LTDA, 22.351.335/0001-97,RUA PROFESSORA  ELISA SALDANHA,732,,FRAGOSO,53250-340,GLP,01/07/2021,79,,R$ / 13 kg,BAHIANA
NE,RN,PARNAMIRIM,JEREMIAS FELINTO PEREIRA, 22.279.453/0001-31,RUA   ERNESTO MONTEIRO DA ROCHA,277,,VALE DO SOL,59143-160,GLP,01/07/2021,95,,R$ / 13 kg,MINASGAS
NE,RN,PARNAMIRIM,CALYSON JONATHAN PAIVA DA CRUZ 09206172476, 15.740.966/0001-32,RUA   EDVALDO ALVES DA SILVA,444,,JARDIM PLANALTO,59155-410,GLP,01/07/2021,95,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,RS,SAPUCAIA DO SUL,ENERGIA GAS E AGUA LTDA - ME, 21.337.146/0001-05,RUA TROPEIROS,1400,,PASQUALINE,93224-660,GLP,01/07/2021,82,,R$ / 13 kg,ULTRAGAZ
SE,RJ,NOVA IGUACU,M.R. COMERCIO E TRANSPORTE DE GAS LTDA - EPP, 19.072.262/0001-90,AVENIDA ABILIO AUGUSTO TAVORA,978,LOJA 1,CENTRO,26255-155,GLP,01/07/2021,76,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,BRAGANCA PAULISTA,S.N.C. DE OLIVEIRA GAS - ME, 23.017.670/0001-16,TRAVESSA TAMOIO,48,,MATADOURO,12910-341,GLP,01/07/2021,88,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,PR,MARINGA,SAO MIGUEL DISTRIBUIDORA DE GAS E AGUA LTDA, 22.382.786/0001-91,AVENIDA DOUTOR ALEXANDRE RASGULAEFF,5975,,JARDIM REAL,87083-000,GLP,01/07/2021,99,,R$ / 13 kg,BRANCA
CO,GO,GOIANIA,ERVINO PEREIRA RODRIGUES 08240701191, 21.965.982/0001-26,RUA   MATUPA,349,QD.205 LT. 11,PARQUE AMAZONIA,74835-490,GLP,01/07/2021,90,,R$ / 13 kg,LIQUIGÁS
NE,PB,JOAO PESSOA,MARIA JULIETE DANTAS DOS SANTOS, 23.086.673/0001-01,AVENIDA SAO  MARCOS,701,SALA A,VARJAO,58070-050,GLP,01/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,CE,MARACANAU,J & L COMERCIO DE COMBUSTIVEIS LTDA, 21.152.627/0001-38,RUA HERMES CASTELO BRANCO,41,,JACANAU,61915-430,GLP,01/07/2021,89.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,RS,SAPUCAIA DO SUL,LIDER SUL GAS COMERCIO EIRELI - EPP, 21.831.017/0001-60,RUA JOAO RODRIGUES,941,,PIRATINI,93216-000,GLP,01/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,RO,PIMENTA BUENO,E & J COMERCIO DE GAS GLP LTDA, 20.513.606/0001-38,AVENIDA MARECHAL RONDON,983,,PIONEIROS,76970-000,GLP,01/07/2021,116,,R$ / 13 kg,LIQUIGÁS
CO,GO,GOIANIA,MARTINS & MARQUES COMERCIO DE GAS LTDA - ME, 23.269.207/0001-61,AVENIDA BARAO DE RIO BRANCO,1105,QD.05 LT.03,JARDIM VILA BOA,74360-230,GLP,01/07/2021,90,,R$ / 13 kg,ULTRAGAZ
CO,MT,CACERES,NEVES TRINDADE E TRINDADE LTDA, 17.665.230/0001-72,RUA PADRE CASSEMIRO,2430,,SANTA CRUZ,78200-000,GLP,01/07/2021,85,,R$ / 13 kg,ULTRAGAZ
S,PR,CASCAVEL,CLEMILSON ANDRE PEROZZO  -  GLP. LOCACAO E TERRAPLANAGENS, 22.543.538/0001-85,RUA PRESIDENTE BERNARDES,4845,,CANADA,85813-730,GLP,01/07/2021,92,,R$ / 13 kg,ULTRAGAZ
NE,CE,MARACANAU,J P COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA, 08.286.434/0003-73,RUA CONÊGO DE CASTRO,9651,,ALTO ALEGRE II,61921-525,GLP,01/07/2021,91,,R$ / 13 kg,LIQUIGÁS
SE,SP,ITAPETININGA,ROLIM COMERCIO DE GÁS LTDA - ME, 23.149.459/0001-57,RUA   CAMILO JOSÉ ARAÚJO LELIS,172,,VILA NASTRI,18207-230,GLP,01/07/2021,90,,R$ / 13 kg,BRANCA
S,PR,MARINGA,AMAZONAS COMERCIO DE GAS LTDA, 00.792.681/0002-59,AB AMERICO BELAY,2505,,JARDIM TOQUIO,87025-811,GLP,01/07/2021,98,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,RS,ESTEIO,FLECK NUZZI COMERCIO DE GAS, 12.939.412/0001-70,RUA   RIO PARDO,88,,TAMANDARÉ,93260-480,GLP,01/07/2021,78,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,LIMEIRA,MARCELO HERMETON DE ARAUJO RAMALHO - ME, 23.664.662/0001-61,RUA AUGUSTO JORGE,281,,BOA VISTA,13486-120,GLP,01/07/2021,80,,R$ / 13 kg,CONSIGAZ
SE,RJ,NOVA IGUACU,L A DE ALBUQUERQUE CAMPOS REVENDEDORA DE GÁS - ME, 24.539.628/0001-28,RUA VEREADOR  HELCIO CHAMBARELLI,492,,CAONZE,26250-170,GLP,01/07/2021,79.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,RJ,BARRA MANSA,REVENDA DE GAS BARRA MANSA EIRELI - ME, 24.835.477/0001-55,AVENIDA CRISTIANO DOS REIS MEIRELES FILHO,460,,VISTA ALEGRE,27320-010,GLP,01/07/2021,84,,R$ / 13 kg,ULTRAGAZ
SE,SP,ITAPETININGA,FLORINDO & CIA COMERCIO DE GAS LTDA, 97.534.552/0001-11,RUA PROFESSOR FRANCISCO VALIO,1650,SL 01,CENTRO,18200-320,GLP,01/07/2021,89.99,,R$ / 13 kg,BRANCA
SE,SP,BIRIGUI,A. DE PAULO PADILHA GÁS ME, 07.853.502/0001-04,RUA   MANOEL MARIN BERBEL,2011,,VILA ISABEL MARIN,16204-044,GLP,01/07/2021,85,,R$ / 13 kg,BRANCA
NE,RN,PARNAMIRIM,FRANCISCO CANINDE SANTOS DE LIMA 05846616496, 23.005.445/0001-60,RUA   JOÃO FELIPE SANTIAGO,192,,ROSA DOS VENTOS,59141-570,GLP,01/07/2021,91.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
CO,GO,AGUAS LINDAS DE GOIAS,MARINALVA DOS SANTOS LOPES FRANCA, 08.036.525/0001-99,QUADRA QUADRA 19 LOTE,3,,JARDIM DA BARRAGEM I,72920-055,GLP,01/07/2021,88,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,RJ,NOVA IGUACU,R GODOY FIGUEIREDO REVENDEDORA DE GAS LTDA EPP, 26.077.335/0001-00,RUA   AILTON DINIZ MACHADO,170,QD  B LT 5A,SANTA EUGÊNIA,26286-260,GLP,01/07/2021,77.99,,R$ / 13 kg,ULTRAGAZ
S,PR,CASCAVEL,J A MASCHIO COMÉRCIO DE GÁS ME, 24.646.138/0001-20,RUA   LUIZ VENTURIM,445,,CANCELLI,85811-470,GLP,01/07/2021,92,,R$ / 13 kg,ULTRAGAZ
NE,RN,PARNAMIRIM,MARCIA REGINA DA SILVA 01077045441, 24.923.769/0001-40,RUA  DO JESUÍTAS,162,,JARDIM PLANALTO,59155-470,GLP,01/07/2021,95,,R$ / 13 kg,NACIONAL GÁS BUTANO
CO,GO,GOIANIA,M P L MARQUES ME, 25.068.151/0001-02,RUA   UIRAPURU,330,QUADRA 07 LOTE 03,PARQUE AMAZÔNIA,74840-170,GLP,01/07/2021,90,,R$ / 13 kg,CONSIGAZ
SE,MG,ITUIUTABA,HIPER GAS EIRELI ME, 26.108.314/0001-04,AVENIDA   NAPOLEAO FAISSOL,2141,,MARTA HELENA,38307-159,GLP,01/07/2021,92,,R$ / 13 kg,BRANCA
SE,RJ,NOVA IGUACU,NOVO MUNDO COMERCIO DE GLP LTDA, 24.632.880/0001-87,RUA MINISTRO LAFAIETE DE ANDRADE,1453,LOTE  03 E 04             QUADRAC,LUZ,26261-220,GLP,01/07/2021,78,,R$ / 13 kg,BRANCA
S,PR,APUCARANA,REDE JOE GAS - EIRELI, 25.101.785/0001-10,AVENIDA CENTRAL DO PARANA,2847,,JARDIM PONTA GROSSA,86807-315,GLP,01/07/2021,100,,R$ / 13 kg,BRANCA
SE,SP,LIMEIRA,M H COMERCIO DE GAS LTDA ME, 26.707.979/0001-26,AVENIDA DOUTORLAURO CORRÊA DA SILVA,2930,DEPOSITO,JARDIM DO LAGO,13481-631,GLP,01/07/2021,78,,R$ / 13 kg,CONSIGAZ
CO,MT,ALTA FLORESTA,GARANTIA COMERCIO E PARTICIPACOES LTDA., 05.945.825/0026-50,AV SENADOR JULIO JOSE DE CAMPOS,786,QUADRA BI  LOTE 06 B,SETOR INDUSTRIAL,78580-000,GLP,01/07/2021,125,,R$ / 13 kg,BRANCA
SE,SP,LIMEIRA,FELIPE GABRIEL DITRIH FURLAN 41195689896, 14.267.656/0001-80,RUA   ANTONIO FURLAN,11,FUNDOS,VILA TEIXEIRA MARQUES,13485-141,GLP,01/07/2021,80,,R$ / 13 kg,CONSIGAZ
SE,MG,OLIVEIRA,RAISSA VIANA MATTAR MENDES, 14.410.496/0001-86,AVENIDA CORONEL BENJAMIM GUIMARAES,280,,DOM BOSCO,35540-000,GLP,01/07/2021,95,,R$ / 13 kg,BRANCA
NE,CE,MARACANAU,TEDGAS COMERCIO VAREJISTA DE GAS GLP EIRELI ME, 07.847.604/0001-17,RUA LIMA CAMPOS,1106,,ALTO ALEGRE I,61922-020,GLP,01/07/2021,95,,R$ / 13 kg,COPAGAZ
S,PR,CAMPO MOURAO,LIDER GAS - EIRELI, 27.152.352/0001-19,AVENIDA PERIMETRAL PRESIDENTE TANCREDO DE ALMEIDA NEVES,3821,,JARDIM BANDEIRANTES,87308-395,GLP,01/07/2021,93,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,RJ,NOVA IGUACU,3V GAS LTDA ME, 26.712.647/0001-30,RUA   ANHANGUERA,249,,SANTA EUGÊNIA,26286-390,GLP,01/07/2021,78,,R$ / 13 kg,SUPERGASBRAS ENERGIA
CO,GO,AGUAS LINDAS DE GOIAS,ESPEDITO ALDIR DA PONTE, 22.998.081/0001-01,RUA 21 QUADRA 41 LOTE 1 SALA 2,SN,,JARDIM DA BARRAGEM II,72915-970,GLP,01/07/2021,85,,R$ / 13 kg,BRANCA
N,RO,VILHENA,J. M. COMERCIO DE COMBUSTIVEIS LTDA, 27.604.345/0001-00,RUA ANTONIO LOPES COELHO,2722,QUADRA02                  LOTE  02                  SETOR 05,JARDIM AMERICA,76980-848,GLP,01/07/2021,120,,R$ / 13 kg,FOGAS
S,RS,ESTEIO,LICIMAR MORAES DE CARVALHO ME, 24.031.829/0001-10,AVENIDA   PORTO ALEGRE,1168,,JARDIM PLANALTO,93295-000,GLP,01/07/2021,83,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,RJ,NOVA IGUACU,A.C.P REVENDEDOR DE GAS EIRELI - EPP, 27.458.297/0001-90,RUA DOUTOR  ERY MARTUSCELLO,79,LOTE 03 QUADRA F,CENTRO,26215-100,GLP,01/07/2021,75,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,RN,PARNAMIRIM,ANDRE L. A. DA CUNHA LIMA EIRELI, 27.614.390/0001-46,RUA DARCY VARGAS,835,,MONTE CASTELO,59146-245,GLP,01/07/2021,95,,R$ / 13 kg,LIQUIGÁS
N,RO,VILHENA,MEGA GAS AGUA. GELO E BEBIDAS EIRELI - ME, 28.380.217/0001-93,AV. MELVIN JONES,1691,LT. 08. QD. 57. SETOR 15,CRISTO REI,76983-407,GLP,01/07/2021,115,,R$ / 13 kg,AMAZONGÁS
NE,RN,PARNAMIRIM,WANDERLAN DE LIMA FELIX 08307853451, 27.608.648/0001-00,RUA   ROSA FERNANDES DA SILVA,868,,NOVA ESPERANÇA,59144-210,GLP,01/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,BRAGANCA PAULISTA,CICERO FELIX CAETANO, 17.312.191/0001-20,RUA ADVOGADO  ZEFERINO VASCONCELLOS,333,FUNDOS,LAVAPÉS,12903-010,GLP,01/07/2021,95,,R$ / 13 kg,ULTRAGAZ
N,RO,VILHENA,F DE MOURA VILANI ANDRADE - ME, 12.912.220/0001-70,AV MELVIN JONES,914,,GREEN VILLE,76980-898,GLP,01/07/2021,118,,R$ / 13 kg,AMAZONGÁS
